LaptopID,Company,Product,TypeName,Inches,ScreenResolution,CPU,RAM,Memory,GPU,OS,Weight,Price in Rs
1160,hp,spectre pro,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows,1.48kg,175932.0
1161,hp,zbook 15,workstation,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,256gb ssd,nvidia quadro m1000m,windows 7,2.59kg,240732.0
1162,hp,spectre pro,2 in 1 convertible,13.3,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8,256gb ssd,intel hd graphics 520,windows,1.48kg,194292.0
1163,hp,zbook studio,workstation,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,256gb ssd,nvidia quadro m1000m,windows 7,2.0kg,205092.0
1164,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i7 6500u 2.50ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.26kg,248070.6
1165,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce 940mx,windows,2.18kg,109069.2
1166,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.88kg,170532.0
1167,lenovo,thinkpad x1,2 in 1 convertible,14.0,ips panel touchscreen 2560x1440,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.27kg,252612.0
1168,lenovo,v110-15isk (i3-6006u/4gb/1tb/no,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,1tb hdd,intel hd graphics 520,no os,1.9kg,36612.0
1169,hp,15-ba015wm (e2-7110/4gb/500gb/w10),notebook,15.6,1366x768,amd e-series 7110 1.8ghz,4,500gb hdd,amd radeon r2 graphics,windows,1.86kg,32076.0
1170,lenovo,b51-80 (i5-6200u/8gb/1tb/radeon,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,1tb hdd,amd radeon r5 m330,no os,2.32kg,64692.0
1171,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1050ti,windows,2.62kg,129492.0
1172,dell,xps 15,notebook,15.6,ips panel touchscreen / 4k ultra hd 3840x2160,intel core i5 6300hq 2.3ghz,8,256gb ssd,nvidia geforce 960m,windows,2.04kg,243073.44
1173,hp,15-bw002nv (a6-9220/4gb/256gb/radeon,notebook,15.6,full hd 1920x1080,amd a6-series a6-9220 2.5ghz,4,256gb ssd,amd radeon 520,windows,1.91kg,51720.12
1174,msi,gp72m 7rex,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.7kg,161222.4
1175,lenovo,thinkpad t460s,ultrabook,14.0,full hd 1920x1080,intel core i7 6600u 2.6ghz,12,512gb ssd,intel hd graphics 520,windows 7,1.4kg,248292.0
1176,lenovo,b51-80 (i5-6200u/8gb/1008gb/radeon,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,1.0tb hybrid,amd radeon r5 m330,windows,2.5kg,85156.92
1177,hp,spectre pro,2 in 1 convertible,13.3,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8,512gb ssd,intel hd graphics 520,windows,1.48kg,220428.0
1178,lenovo,thinkpad t460,ultrabook,14.0,full hd 1920x1080,intel core i7 6600u 2.6ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.7kg,161892.0
1179,msi,gs40 phantom,gaming,14.0,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,1.7kg,191052.0
1180,hp,pavilion 15-cb003nv,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,2.62kg,97092.0
1181,lenovo,ideapad 310-15isk,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,8,1tb hdd,intel hd graphics 520,windows,2.2kg,49572.0
1182,hp,250 g4,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,no os,2.1kg,51514.92
1183,dell,inspiron 7567,gaming,15.6,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.62kg,161784.0
1184,lenovo,thinkpad t570,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.95kg,150120.0
1185,lenovo,320-15isk (i3-6006u/4gb/1tb/geforce,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,1tb hdd,nvidia geforce 920mx,windows,2.2kg,50544.0
1186,hp,stream 14-ax000nv,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,2,32gb flash storage,intel hd graphics 400,windows,1.44kg,26892.0
1187,msi,pl60 7rd,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,90612.0
1188,hp,250 g5,notebook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.96kg,73332.0
1189,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,16,512gb ssd,intel uhd graphics 620,windows,2.1kg,125172.0
1190,asus,x553sa-xx021t (n3050/4gb/500gb/w10),notebook,15.6,1366x768,intel celeron dual core n3050 1.6ghz,4,500gb hdd,intel hd graphics,windows,2.2kg,39852.0
1191,lenovo,v110-15isk (i5-6200u/4gb/500gb/no,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,no os,2.1kg,42984.0
1192,lenovo,ideapad 510-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 940mx,no os,2.2kg,76572.0
1193,asus,ux410ua-gv097t (i3-7100u/4gb/256gb/fhd/w10),notebook,14.0,full hd 1920x1080,intel core i3 7100u 2.4ghz,4,256gb ssd,intel hd graphics 620,windows,2kg,83052.0
1194,lenovo,b51-80 (i7-6500u/4gb/1008gb/fhd/w7),notebook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,4,1.0tb hybrid,intel hd graphics 520,windows 7,2.32kg,89100.0
1195,lenovo,ideapad y700-15isk,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,512gb ssd,nvidia geforce gtx 960,windows,3.31kg,140940.0
1196,msi,gs60 ghost,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,1.91kg,232563.96
1197,hp,probook 450,notebook,15.6,1366x768,intel core i3 6100u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.07kg,70200.0
1198,lenovo,thinkpad x1,2 in 1 convertible,14.0,ips panel touchscreen 2560x1440,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.36kg,176796.0
1199,lenovo,ideapad 310-15ikb,ultrabook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,6,256gb ssd,nvidia geforce 920m,windows,1.54kg,89748.0
1200,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce gt 940mx,linux,1.98kg,96661.08
1201,acer,aspire 3,notebook,15.6,1366x768,intel celeron dual core n3350 2ghz,4,500gb hdd,intel hd graphics 500,windows,2.1kg,35964.0
1202,hp,pavilion 15-bc000nv,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,6,1tb hdd,nvidia geforce gtx 960m,windows,2.18kg,86292.0
1203,asus,rog gl552vw-dm201t,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.591kg,98172.0
1204,dell,inspiron 5578,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,2.09kg,127332.0
1205,acer,aspire e5-576g,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,nvidia geforce 940mx,windows,2.23kg,74628.0
1206,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,linux,1.23kg,118692.0
1207,acer,predator g9-793,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.2kg,280692.0
1208,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,2.4kg,88452.0
1209,samsung,chromebook plus,2 in 1 convertible,12.3,ips panel touchscreen 2400x1600,samsung cortex a72&a53 2.0ghz,4,32gb flash storage,arm mali t860 mp4,chrome os,1.15kg,71172.0
1210,hp,250 g6,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,1.86kg,52380.0
1211,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m 1.1ghz,8,256gb flash storage,intel hd graphics 5300,mac os x,0.920kg,125604.0
1212,dell,inspiron 7378,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.6kg,129492.0
1213,hp,pavilion power,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.21kg,143316.0
1214,lenovo,v110-15isk (i3-6006u/4gb/1tb/radeon,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,1tb hdd,amd radeon r5 m430,no os,1.9kg,39744.0
1215,asus,rog g752vy-gc229t,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,4.3kg,232200.0
1216,acer,aspire 3,notebook,15.6,1366x768,intel celeron dual core n3350 2ghz,4,1tb hdd,intel hd graphics 500,linux,2.1kg,29376.0
1217,msi,gs73vr 7rf,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.43kg,221281.2
1218,dell,inspiron 5567,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,128gb ssd,amd radeon r7 m440,windows,2.3kg,53892.0
1219,lenovo,ideapad 310-15isk,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,8,500gb hdd,nvidia geforce 920mx,no os,2.2kg,67932.0
1220,dell,inspiron 5579,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16,512gb ssd,intel uhd graphics 620,windows,2kg,138780.0
1221,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.2kg,289440.0
1222,asus,fx502vm-dm105t (i7-6700hq/8gb/1tb/geforce,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,1tb hdd,nvidia geforce gtx 1060,windows,2.2kg,126252.0
1223,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,amd radeon r7 m445,windows,2.36kg,96012.0
1224,hp,15-bs025nv (i5-7200u/8gb/256gb/w10),notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.91kg,62532.0
1225,lenovo,ideapad 320-15ast,notebook,15.6,1366x768,amd e-series 9000 2.2ghz,4,500gb hdd,amd radeon r2 graphics,windows,2.2kg,32292.0
1226,acer,aspire e5-774g,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8,1tb hdd,nvidia geforce 940mx,windows,3.3kg,67932.0
1227,asus,rog strix,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,2.2kg,264492.0
1228,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m 1.2ghz,8,512gb flash storage,intel hd graphics 515,mac os x,0.920kg,138132.0
1229,asus,fx502vm-as73 (i7-7700hq/16gb/1tb,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.2kg,188892.0
1230,msi,gs73vr stealth,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.43kg,210490.92
1231,dell,inspiron 7579,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.191kg,107892.0
1232,asus,rog strix,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.9kg,210492.0
1233,acer,c740-c9qx (3205u/2gb/32gb/chrome,netbook,11.6,1366x768,intel celeron dual core 3205u 1.5ghz,2,32gb ssd,intel hd graphics,chrome os,1.3kg,18792.0
1234,acer,e5 774g,notebook,17.3,1600x900,intel core i3 6006u 2ghz,4,1tb hdd,nvidia geforce 940mx,windows,3.3kg,64584.0
1235,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,no os,2.8kg,58212.0
1236,lenovo,ideapad y700-15isk,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960<u+039c>,windows,2.6kg,137376.0
1237,acer,sp714-51 (i7-7y75/8gb/256gb/fhd/w10),2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 7y75 1.3ghz,8,256gb ssd,intel hd graphics 615,windows,1.2kg,124092.0
1238,lenovo,thinkpad t560,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,8,256gb ssd,intel hd graphics 520,windows,2.3kg,165132.0
1239,msi,gp62mvr 6rf,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.2kg,159419.87999999998
1240,hp,15-bw009nv (a12-9720p/6gb/1tb/radeon,notebook,15.6,full hd 1920x1080,amd a12-series 9720p 2.7ghz,6,1tb hdd,amd radeon 530,windows,2.1kg,57132.0
1241,dell,latitude e7270,ultrabook,12.5,full hd / touchscreen 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.26kg,185043.96
1242,dell,inspiron 5578,2 in 1 convertible,15.0,full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4,500gb hdd,intel hd graphics 620,windows,2.08kg,54972.0
1243,asus,x540sa-rbpdn09 (n3710/4gb/1tb/w10),notebook,15.6,1366x768,intel pentium quad core n3710 1.6ghz,4,1tb hdd,intel hd graphics 405,windows,2.65kg,33372.0
1244,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.29kg,159516.0
1245,dell,vostro 3568,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,1tb hdd,intel hd graphics 520,linux,2.18kg,56360.880000000005
1246,lenovo,ideapad y700-15isk,gaming,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.6kg,111132.0
1247,msi,gl62m 7rdx,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,124092.0
1248,lenovo,thinkpad yoga,netbook,12.5,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.50ghz,16,512gb ssd,intel hd graphics 520,windows,1.3kg,178200.0
1249,razer,blade pro,gaming,14.0,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,1tb ssd,nvidia geforce gtx 1060,windows,1.95kg,377892.0
1250,dell,inspiron 3567,notebook,15.6,touchscreen 1366x768,intel core i3 7100u 2.4ghz,8,1tb hdd,intel hd graphics 620,windows,2.3kg,50653.08
1251,msi,ge72vr apache,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.7kg,172584.0
1252,apple,macbook air,ultrabook,11.6,1366x768,intel core i5 1.6ghz,4,256gb flash storage,intel hd graphics 6000,mac os x,1.08kg,103572.0
1253,hp,15-bs023nv (i3-6006u/4gb/1tb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,1tb hdd,intel hd graphics 520,windows,2.1kg,51624.0
1254,hp,elitebook 840,ultrabook,14.0,2560x1440,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.54kg,237404.52
1255,dell,vostro 3559,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows 7,2.24kg,79596.0
1256,msi,gl62 6qf,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.3kg,126252.0
1257,lenovo,thinkpad 13,notebook,13.3,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.4kg,161892.0
1258,lenovo,ideapad 320-15abr,notebook,15.6,full hd 1920x1080,amd a12-series 9720p 3.6ghz,6,256gb ssd,amd radeon 530,windows,2.2kg,64537.560000000005
1259,asus,zenbook ux310ua-wb71,ultrabook,13.3,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.45kg,138240.0
1260,acer,aspire es1-572,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,500gb hdd,intel hd graphics 520,linux,2.4kg,39074.4
1261,dell,inspiron 7779,2 in 1 convertible,17.3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,nvidia geforce 940mx,windows,2.77kg,194292.0
1262,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,256gb ssd,intel hd graphics 520,windows 7,1.54kg,118798.92
1263,asus,rog gl553ve-fy052t,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.5kg,172800.0
1264,dell,latitude 5480,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,1.6kg,94500.0
1265,asus,rog gl502vs,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,2.34kg,251100.0
1266,lenovo,v510-15ikb (i5-7200u/8gb/256gb/fhd/no,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,no os,2.3kg,61884.0
1267,dell,xps 13,2 in 1 convertible,13.3,quad hd+ / touchscreen 3200x1800,intel core i5 7y54 1.2ghz,8,256gb ssd,intel hd graphics 615,windows,1.24kg,195804.0
1268,dell,inspiron 3552,notebook,15.6,1366x768,intel pentium quad core n3710 1.6ghz,4,500gb hdd,intel hd graphics,linux,2.2kg,34992.0
1269,hp,255 g6,notebook,15.6,1366x768,amd a6-series 9220 2.5ghz,4,500gb hdd,amd radeon r4 graphics,windows,1.86kg,43092.0
1270,lenovo,ideapad 310-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6100u 2.3ghz,6,128gb ssd,nvidia geforce 920mx,windows,2.4kg,61452.0
1271,lenovo,thinkpad l460,notebook,14.0,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.9kg,115776.0
1272,dell,inspiron 3552,notebook,15.6,1366x768,intel pentium quad core n3700 1.6ghz,4,500gb hdd,intel hd graphics,windows,2.2kg,47950.92
1273,asus,x541na-go020t (n3350/4gb/1tb/w10),notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4,1tb hdd,intel hd graphics 500,windows,2kg,36612.0
1274,asus,rog g752vt-gc073t,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,4.0kg,205200.0
1275,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,windows,2.29kg,52920.0
1276,lenovo,b51-80 (i7-6500u/8gb/1008gb/radeon,notebook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,1.0tb hybrid,amd radeon r5 m330,windows 7,2.32kg,96660.0
1277,msi,ge62 apache,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.4kg,132732.0
1278,lenovo,yoga 500-14ibd,2 in 1 convertible,14.0,full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows,1.8kg,89965.08
1279,asus,zenbook ux305ca-ubm1,ultrabook,13.3,ips panel full hd 1920x1080,intel core m 6y30 0.9ghz,8,512gb ssd,intel hd graphics 515,windows,1.2kg,78732.0
1280,dell,inspiron 3567,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,6,1tb hdd,intel hd graphics 620,windows,2.3kg,49572.0
1281,acer,aspire es1-531,notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4,500gb hdd,intel hd graphics 400,linux,2.4kg,31212.0
1282,dell,inspiron 3552,notebook,15.6,1366x768,intel celeron dual core n3050 1.6ghz,2,500gb hdd,intel hd graphics,windows,2.20kg,40932.0
1283,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,1tb hdd,nvidia geforce gtx 960m,windows,2.6kg,97092.0
1284,hp,pavilion 15-aw003nv,notebook,15.6,full hd 1920x1080,amd a9-series 9410 2.9ghz,6,1.0tb hybrid,amd radeon r7 m440,windows,2.04kg,59398.92
1285,dell,inspiron 3567,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,8,1tb hdd,amd radeon r5 m430,linux,2.3kg,87046.92
1286,hp,stream 11-y000na,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,2,32gb flash storage,intel hd graphics 400,windows,1.17kg,22572.0
1287,asus,x556uj-xo044t (i7-6500u/4gb/500gb/geforce,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,4,500gb hdd,nvidia geforce 920m,windows,2.2kg,77794.56000000001
1288,lenovo,yoga 500-14isk,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4,128gb ssd,intel hd graphics 520,windows,1.8kg,68904.0
1289,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16,512gb ssd,intel hd graphics 520,windows,1.3kg,161892.0
1290,lenovo,ideapad 100s-14ibr,notebook,14.0,1366x768,intel celeron dual core n3050 1.6ghz,2,64gb flash storage,intel hd graphics,windows,1.5kg,24732.0
1291,hp,15-ac110nv (i7-6500u/6gb/1tb/radeon,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,6,1tb hdd,amd radeon r5 m330,windows,2.19kg,82512.0
1292,asus,x553sa-xx031t (n3050/4gb/500gb/w10),notebook,15.6,1366x768,intel celeron dual core n3050 1.6ghz,4,500gb hdd,intel hd graphics,windows,2.2kg,39852.0
1293,asus,zenbook ux305ca-ubm1,ultrabook,13.3,ips panel full hd 1920x1080,intel core m 6y30 0.9ghz,8,512gb ssd,intel hd graphics 515,windows,1.2kg,78732.0
1294,dell,inspiron 3567,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,6,1tb hdd,intel hd graphics 620,windows,2.3kg,49572.0
1295,acer,aspire es1-531,notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4,500gb hdd,intel hd graphics 400,linux,2.4kg,31212.0
1296,dell,inspiron 3552,notebook,15.6,1366x768,intel celeron dual core n3050 1.6ghz,2,500gb hdd,intel hd graphics,windows,2.20kg,40932.0
1297,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,1tb hdd,nvidia geforce gtx 960m,windows,2.6kg,97092.0
1298,hp,pavilion 15-aw003nv,notebook,15.6,full hd 1920x1080,amd a9-series 9410 2.9ghz,6,1.0tb hybrid,amd radeon r7 m440,windows,2.04kg,59398.92
1299,dell,inspiron 3567,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,8,1tb hdd,amd radeon r5 m430,linux,2.3kg,87046.92
1300,hp,stream 11-y000na,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,2,32gb flash storage,intel hd graphics 400,windows,1.17kg,22572.0
1301,asus,x556uj-xo044t (i7-6500u/4gb/500gb/geforce,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,4,500gb hdd,nvidia geforce 920m,windows,2.2kg,77794.56000000001
1302,lenovo,yoga 500-14isk,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4,128gb ssd,intel hd graphics 520,windows,1.8kg,68904.0
1303,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16,512gb ssd,intel hd graphics 520,windows,1.3kg,161892.0
